duration,voiced_fraction,f0_mean,f0_std,f0_min,f0_max,f0_range,rms,intensity_mean,intensity_std,intensity_max,intensity_min,hnr_mean,hnr_std,file,emotion,actor,source,iemo_style,text
1.9455625,0.20418848167539266,238.06010378190027,21.948272486802743,203.5896217125351,269.5941509627439,66.00452925020883,0.01291828552432086,46.49551294650605,7.766458554987984,66.67917869921072,38.60500860000214,12.145908775514755,7.4901707169861265,Ses01F_impro01_F000,neutral,101,iemocap,impro,Excuse me.
1.3824375,0.0962962962962963,187.7781661346179,18.69428553555053,159.6692332283019,220.48363202452907,60.81439879622718,0.01759650683762892,45.47444820564275,9.037055729779732,71.97244984869559,37.75465050785433,4.676750822598455,5.5537465596681646,Ses01F_impro01_F001,neutral,101,iemocap,impro,Yeah.
3.13025,0.2,201.99655709201377,35.617354831323816,161.834270391635,262.22184381339446,100.38757342175947,0.013819690330651559,45.63435090226832,8.199697116833738,69.93377074190339,38.34107693866014,9.059312912408663,3.7292965644772633,Ses01F_impro01_F002,neutral,101,iemocap,impro,Is there a problem?
4.0299375,0.5463659147869674,262.8778772268746,75.60537705587342,158.9841658395407,537.3794202505293,378.39525441098857,0.06896680113111087,59.3488667459073,13.32053383239366,84.92229635045895,38.25833198153034,9.038142619727855,5.14166514230627,Ses01F_impro01_F005,neutral,101,iemocap,impro,Well what's the problem?  Let me change it.
2.75,0.4117647058823529,191.98847194765935,45.43975525176722,86.53249514578467,266.72167889863056,180.1891837528459,0.08449318803500874,57.98076671155625,13.399220724178575,85.78917521830421,39.07606577156706,8.594404593113428,5.355377294876766,Ses01F_impro01_F012,angry,101,iemocap,impro,That's out of control.
5.07,0.5317460317460317,261.603073547423,57.443357022814666,135.3009267324637,379.34422472096054,244.04329798849685,0.04787932504438996,58.634157511824284,11.555167925239198,77.04738514276946,39.298913957222645,11.21892241052717,5.899728109150997,Ses01F_impro01_F014,neutral,101,iemocap,impro,"Clearly.  You know, do you have like a supervisor or something?"
7.2399375,0.4930555555555556,191.1321408755193,87.32512622861354,92.23397666373764,558.0203381777202,465.78636151398257,0.07902543154479162,61.059521912997994,10.994036483489069,86.59869813812945,39.81146339093789,10.71537610149953,5.733205191667249,Ses01F_impro01_M011,angry,102,iemocap,impro,I don't understand why this is so complicated for people when they get here.  It's just a simple form.  I just need an ID.
6.0299375,0.6026711185308848,266.6763792069253,53.36234042765335,117.60007044556903,389.667429903081,272.06735945751194,0.20185944435671282,68.60564955582622,13.534251467910071,92.10323299961912,42.502280345395235,8.232531782859063,5.538225094794115,Ses01F_impro01_M013,angry,102,iemocap,impro,Yeah.  Do you want to see my supervisor?  Huh? Yeah.  Do you want to see my supervisor?  Fine.  I'll be right back.
9.3311875,0.15053763440860216,212.53746168318548,93.8610048892269,76.6985964141704,593.301237487805,516.6026410736346,0.006943695988903851,44.92575907213304,5.162975638999647,67.29042377065647,38.5716481378453,10.262315082755103,4.781187554052836,Ses01F_impro02_F000,sad,101,iemocap,impro,Did you get the mail? So you saw my letter?
2.93,0.1896551724137931,189.88613479042004,75.42522072868584,153.94727050791013,582.8474809137814,428.90021040587123,0.0057908924904411865,44.88567650287299,5.063890630476125,61.05221160287471,38.2281517016207,4.236723053273357,5.990891395865705,Ses01F_impro02_F001,sad,101,iemocap,impro,Yeah.  I know.
5.7235,0.3286467486818981,198.99819791312,77.71855853376715,151.2778692304041,567.3885435408577,416.11067431045353,0.012293833695328616,47.72504968423951,7.346986954753226,69.6245671627938,38.44244348494342,10.964060921565562,5.505114208826384,Ses01F_impro02_F002,sad,101,iemocap,impro,I don't know.  I put in that. request too. They didn't...
5.6525,0.3220640569395018,178.4970240130161,47.890259398299115,79.37079514302303,486.2034251702081,406.8326300271851,0.011987638878489935,47.25146225833415,7.734380528334684,70.34551482674844,37.457964363748616,11.236553913743844,4.402245007434003,Ses01F_impro02_F003,neutral,101,iemocap,impro,"I guess, you know, everybody has to make sacrifices."
5.7699375,0.31762652705061084,190.78286752187338,73.4207407763295,136.86104020367225,513.3824023989164,376.52136219524414,0.010881537455080099,46.418255766900636,7.265225999888688,68.79488634346879,37.7524924103019,11.210229893097937,5.0319585455572895,Ses01F_impro02_F004,sad,101,iemocap,impro,"There's people that have given more though, you know?"
2.56,0.16600790513833993,180.46179644594514,59.86494494196051,77.76630011651808,244.93193442531367,167.16563430879557,0.015447802765658325,45.606788021868184,8.533265567486415,69.24893267889948,38.18179430109589,11.290293630491153,7.325140693703186,Ses01F_impro02_F005,sad,101,iemocap,impro,I know.
4.215,0.46172248803827753,174.47447127407094,32.96166122186183,77.26174881877124,263.18388734277954,185.9221385240083,0.019334151973449225,49.572214201609576,9.300746974160704,73.87216549102531,37.75159375643839,12.409647282599927,4.7544825973861755,Ses01F_impro02_F006,neutral,101,iemocap,impro,"There's babies over there, though, that need mothers."
3.8868125,0.24935064935064935,173.88477925697532,28.315542701335396,78.50512755539334,237.69688010708424,159.1917525516909,0.009540129723333596,46.96864861944546,7.086364276377175,65.34302436478028,37.20649651502346,6.508441252592889,4.909478774183098,Ses01F_impro02_F008,sad,101,iemocap,impro,"Just, you know, kicking myself."
4.25,0.20853080568720378,152.09144512078666,28.4300269633463,74.99465459681284,198.57274390022144,123.5780893034086,0.006279705946821033,44.45112142862994,6.082637236698035,60.98042878040502,35.25249589674156,6.142104370759174,5.218578880796271,Ses01F_impro02_F010,sad,101,iemocap,impro,things just aren't what they seem.
3.0305,0.34,194.10121626453642,60.9434662995846,157.6959832608988,563.9975447198307,406.3015614589319,0.011564242981998365,46.48189697732441,8.01254422671853,67.38772807251267,35.90235396124668,12.24681119235477,5.872160362126691,Ses01F_impro02_F012,sad,101,iemocap,impro,"If not me then, who?"
6.1254375,0.20032840722495895,193.24199408341025,24.847527167295524,149.1259024915788,243.6489087159835,94.5230062244047,0.017482514901101594,45.518145561253675,8.83927626373192,75.08498575201014,37.85529930449096,12.207105332830496,4.890653000767546,Ses01F_impro02_F013,sad,101,iemocap,impro,"You'll videotape everything, yeah?"
7.4,0.25237449118046135,255.74756849754078,65.35165634119873,99.9403513088101,522.2139173740604,422.27356606525035,0.01429262016227286,47.33190161396003,8.437789463217737,69.38088271099862,37.69459219804257,12.501381596220691,6.635114600620662,Ses01F_impro02_F014,sad,101,iemocap,impro,"Maybe you can send it to me, like stream it, yeah?"
3.587875,0.2619718309859155,235.94352805043144,58.75826085748367,186.18531593401508,587.0244887532161,400.83917281920105,0.011741005450396887,46.427846312399524,7.5901707416774435,68.72675327983617,38.16160985901518,10.522383423988689,5.678549321586005,Ses01F_impro02_F015,sad,101,iemocap,impro,Last month--  Yeah.
2.1899375,0.23255813953488372,182.7247874044549,12.899252297982144,163.35753084779955,231.4515782496363,68.09404740183675,0.00767819838833589,45.884520754750305,6.046258228500506,63.570937220381964,38.554494389182594,8.181083748861717,4.450123412730537,Ses01F_impro02_F016,neutral,101,iemocap,impro,I have to find sitters.
6.6549375,0.4984894259818731,225.71910561728424,34.94869798221892,133.3818558013141,392.11328364191957,258.7314278406055,0.03179323738725482,54.51665179994047,10.346395821351226,77.06223698644196,38.56372443257616,11.590070090509723,4.993856154468964,Ses01F_impro02_F017,sad,101,iemocap,impro,"We've got friends, that's why we moved here, huh?  Because there is a day care down the street."
3.05,0.2814569536423841,189.98419559922084,26.965475069955048,106.50644642200706,251.55058502136302,145.04413859935596,0.010357112048484479,47.25134087960814,7.587086661970589,63.57491925869394,37.02624253135034,8.685336320227702,6.2651245475304895,Ses01F_impro02_F018,neutral,101,iemocap,impro,And your mother is close by.
3.059375,0.22185430463576158,183.4884195655766,47.037147232494384,86.2956743168973,236.24605600360954,149.95038168671223,0.008853552750610044,45.83974552801645,7.146042603240602,62.31841898143634,36.82931568293099,8.166508886963769,7.007464594929702,Ses01F_impro02_F019,sad,101,iemocap,impro,I'll send you lots of letters.
4.5299375,0.26948775055679286,218.57705448334,70.90209587855134,177.71104780391596,595.5235093397187,417.8124615358027,0.008727141422366623,47.189914952924084,6.345237931207306,64.72919255998049,38.57422873789329,10.115882201238112,5.4680343567788325,Ses01F_impro02_F020,sad,101,iemocap,impro,And I want lots and lots and lots of pictures.
5.7958125,0.3472222222222222,148.22617111869803,92.57904161660132,92.15464141533097,594.0728754055463,501.9182339902153,0.011855185486697575,49.63758251980667,7.382641630562558,65.45353250256943,38.4837180516461,7.612377373709502,4.947967485648477,Ses01F_impro02_M001,sad,102,iemocap,impro,"I don't understand.  You've already done so much, I don't know why do you have to go back."
4.9499375,0.5845213849287169,138.31607723655378,51.934701379778126,95.23182381504941,391.26392738365337,296.03210356860393,0.014730076256419786,52.64587955867673,7.75160203579676,65.27503936383756,38.26260436317236,6.927788326863776,5.043290862678839,Ses01F_impro02_M005,sad,102,iemocap,impro,I don't know how you can be okay with this?  I don't know why you're not-- you're fine with it.
3.6725,0.23076923076923078,138.05516731154117,106.76618934616096,97.70560519932354,587.8782485204877,490.1726433211641,0.006035021074483801,45.65814491975142,5.319083740492944,59.66725681860997,38.27937842238328,4.943863757743388,3.9599304094748105,Ses01F_impro02_M009,sad,102,iemocap,impro,I just don't see why it has to be you.
4.2194375,0.20095693779904306,121.99439083322271,9.615431019759457,106.45607358720407,152.3886391902496,45.93256560304552,0.00533704316236948,44.69506421295285,5.065133299764257,57.73544685035254,38.939300559156116,2.56636315944577,5.151738333161089,Ses01F_impro02_M010,sad,102,iemocap,impro,What am I going to do? Huh?
3.2199375,0.11635220125786164,241.40487215280558,138.7492257791714,75.0584318248356,467.8166634922435,392.7582316674079,0.0034853265369390175,43.079481683504184,3.0210849016659727,55.3655684667423,38.50220745473608,-0.029963542715310144,3.732453925342385,Ses01F_impro02_M011,sad,102,iemocap,impro,Yeah.
4.6800625,0.5053763440860215,135.59831856661972,40.7725204226526,101.79087441352264,315.97329288533496,214.1824184718123,0.011742958181733902,50.323807052668265,7.046105860834195,65.66634812604282,39.234626429792925,7.6591693978735265,4.5300625399318974,Ses01F_impro02_M012,neutral,102,iemocap,impro,Don't you guys have access to computers over there.
4.73,0.2978723404255319,142.0185477590147,64.80422752022987,105.04807081280845,587.0898269102612,482.0417560974528,0.01023245869094042,47.74137217621259,7.057993465855713,64.18646479681668,39.55560320618757,6.732593264710215,4.7268125471354505,Ses01F_impro02_M013,sad,102,iemocap,impro,I just don't know how I'm going to do it without you.
4.615,0.38209606986899564,167.1706884212134,103.63095450871357,75.14418487358229,593.3208889344446,518.1767040608623,0.009241401819339527,48.79314728084805,6.4583250686665625,62.19088354038719,38.37243223899279,5.330471137952556,5.308838816480067,Ses01F_impro02_M014,sad,102,iemocap,impro,I can't raise a baby by myself.  How?
1.25,0.5081967213114754,210.44084985497963,133.6016076112149,101.95439397402907,530.809888749797,428.8554947757679,0.011852043024554913,50.89370520789833,6.044873233303007,64.94420543975475,40.89266124046989,5.884484204534763,4.294191196675063,Ses01F_impro02_M015,neutral,102,iemocap,impro,I know.
2.86,0.657243816254417,192.58654843441244,50.053593849547894,107.77733514784256,350.4666662545817,242.68933110673913,0.04006064689145189,58.48422451398246,10.102205214488286,74.41150745101984,40.927724850742024,7.798422706574019,5.159459012902817,Ses01F_impro03_F000,happy,101,iemocap,impro,Well Vegas was awesome.
3.4399375,0.4764705882352941,201.5011599550933,66.65260362030408,161.30691431830346,576.0980385178759,414.79112419957244,0.03855801811261711,56.844986431699205,10.676224560768041,74.81981079644504,40.50094157507556,10.787520464185622,6.06008747030802,Ses01F_impro03_F001,happy,101,iemocap,impro,"And, um, I got married."
2.5699375,0.7114624505928854,234.67535049498863,47.1570288348641,135.3165416377783,376.60093509207974,241.28439345430144,0.10020130055907975,66.28907229394923,10.68373558809652,82.85324774300054,43.46887901601684,9.343170412751078,4.6739915091654485,Ses01F_impro03_F002,happy,101,iemocap,impro,Yeah.  In the old town part.
3.7699375,0.8042895442359249,246.58709450489357,55.94618225652757,85.11881042504207,403.9813530505565,318.86254262551444,0.1365072151984373,71.4803503223801,8.350854255169507,84.8029675189643,48.049178035411906,9.644320708794933,6.108167876880957,Ses01F_impro03_F004,happy,101,iemocap,impro,Um- Yes.  It was very romantic.
2.581625,0.6549019607843137,244.52434404888956,75.5349054854718,159.84781270155025,442.2370100867115,282.38919738516125,0.08464258011158271,66.81787560337213,8.04480123820021,82.04546211287894,47.25232638039663,9.675783490672934,5.499133113542898,Ses01F_impro03_F005,happy,101,iemocap,impro,It was at the slot machines.
6.34,0.8177496038034865,178.56305352153765,35.17690878531518,75.82180922578118,427.65094059640614,351.82913137062496,0.04193083953527044,61.55467436841124,8.369220818133448,76.8811173049742,39.980501026767115,9.51379296501057,5.006817498554129,Ses01F_impro03_F006,happy,101,iemocap,impro,"Uhuh, uhuh.  He won big and he-and he realized that the only thing that would make it better was me as his bride."
2.67,0.625,201.18304829941908,64.52130754378808,78.31336164561426,479.8281507310775,401.51478908546324,0.061669023342888124,61.78939099390065,9.185308369993285,82.01818584358048,39.8280145035584,11.3400358976386,5.132350951353075,Ses01F_impro03_F008,happy,101,iemocap,impro,"Yeah.  Well.  You know, because he's leaving the next day."
1.6999375,0.7048192771084337,205.90734272827493,47.4388372040979,127.20469524908262,281.14098552321906,153.93629027413644,0.06893985702167445,63.205309513596134,10.874906164060597,80.91661818336098,41.12894287014016,9.474061396088462,4.276498495841462,Ses01F_impro03_F009,happy,101,iemocap,impro,But we're going to have a honeymoon cruise.
3.2049375,0.7003154574132492,230.26875850688415,74.38066657864948,88.34257421558694,383.17047651414964,294.8279022985627,0.055498230925106064,62.14953404407858,9.922470932369492,78.62217706880051,39.336386811723344,7.235825006072454,5.106425248654765,Ses01F_impro03_F010,happy,101,iemocap,impro,Oh.  I hadn't even thought about that.
2.2849375,0.4311111111111111,313.96963652692574,132.12098929181064,158.64666106327934,584.6974496823118,426.05078861903246,0.07327314699922655,57.27157881474693,12.633468708625307,81.84430977136063,39.66831454807068,7.803723749291312,4.365852937010512,Ses01F_impro03_F012,happy,101,iemocap,impro,Oh.  Totally.
5.1299375,0.5383104125736738,278.29395893538447,97.37380487502257,105.44790110474725,561.6827463721307,456.2348452673835,0.06655143857201051,62.46503498015539,9.807036030705797,83.66580159784124,39.653601323694325,7.763244924009239,5.439867256158947,Ses01F_impro03_F013,happy,101,iemocap,impro,I guess I'll-  I guess I'll have an internet husband.[LAUGHTER]
4.5749375,0.566079295154185,258.273512249676,94.13304082178239,133.42321876183405,567.5768937487813,434.1536749869473,0.08295051267370371,64.60911388507283,9.730442246920408,83.46588555789126,43.122870020900265,7.06555407993205,5.283892356112199,Ses01F_impro03_F015,happy,101,iemocap,impro,"Yeah, so [LAUGHTER] He's calling me now"
2.0524375,0.698019801980198,190.35589602292856,37.923722538540694,104.63977998326274,275.0204610373165,170.38068105405378,0.03449678387497971,57.096424361364114,9.781290912245863,74.1645951553161,39.856945380001896,8.58630140595138,4.936494481491103,Ses01F_impro03_F016,happy,101,iemocap,impro,"He likes to keep tabs, you know."
2.9825,0.5728813559322034,231.1141522650242,71.6833424067164,81.92091486799094,396.62651227000356,314.7055974020126,0.02724679553497144,54.13741320832934,9.695984898887314,72.30503301073756,39.97315956923061,10.950682025237631,6.307306045493767,Ses01F_impro03_F017,neutral,101,iemocap,impro,"Uh, I think seven hundred and fifty dollars."
2.9225,0.47750865051903113,209.50701920582551,76.25039977991786,86.99963405847578,457.3620278553023,370.3623937968265,0.028681772036891182,54.051205752537975,9.776284167149955,76.95294817256016,38.75794709527285,6.583727233298896,4.094000049408165,Ses01F_impro03_F018,neutral,101,iemocap,impro,Penny slots. That's what he plays.
1.4199375,0.30434782608695654,178.7096283891509,21.64767131703113,146.04023453514634,240.98661886453976,94.94638432939342,0.010712494341356727,48.245734802815264,6.996081165969639,64.10689189261537,38.559020182512256,5.568348784910511,7.159397652529663,Ses01F_impro03_F019,neutral,101,iemocap,impro,Yeah.
5.46,0.7219152854511971,211.97477327262942,70.51703910938397,84.47688616434539,467.1076794478845,382.6307932835391,0.04675158053295483,60.53014910949467,8.227775351536362,79.42985543981912,43.01994470415241,10.561609668517221,5.492272900999226,Ses01F_impro03_F021,happy,101,iemocap,impro,Yeah.  We played Wheel of Fortune pennies.  It's like a giant thing with like-
2.2524375,0.5315315315315315,150.17630932164442,36.50094068492896,75.0029850674636,210.38777744993874,135.38479238247515,0.014760690160301671,51.82455957661442,7.046178501807623,70.20954510917082,39.10334873955631,7.512218260935833,6.11738444956295,Ses01F_impro03_F022,neutral,101,iemocap,impro,Fifty bucks. Mmhmm.
0.8424375,0.30864197530864196,148.32073713049286,49.0336801704732,90.34629153456376,238.20364382189123,147.85735228732747,0.0072477545924849885,49.056220676143674,4.374520356672497,56.37980956130424,41.592621017635956,0.9289484012433715,3.8488117064472016,Ses01F_impro03_F023,neutral,101,iemocap,impro,Yeah.
4.4025,0.5354691075514875,269.04119555801543,60.60019523761898,83.42420787554164,428.27384964158614,344.8496417660445,0.0313368589842584,55.73129591790812,10.020645389722212,74.7328198514411,38.949578303769535,9.689419540911974,5.96075172254688,Ses01F_impro03_F024,happy,101,iemocap,impro,Well so now we're married. We have cat children.
3.93,0.764102564102564,213.60476158623356,61.59092113542662,84.75529291213147,445.65473593942767,360.89944302729623,0.05112047052081451,62.71139581869655,8.368264791111548,76.49992424624074,42.9001966479141,9.400905032295702,5.415841804685408,Ses01F_impro03_F025,happy,101,iemocap,impro,"We renamed Brenda, Lumber Janet."
6.0099375,0.4824120603015075,250.3111939696067,97.27470333904108,84.63966741002504,506.6097521756977,421.97008476567265,0.047026448924081865,57.10038911033711,11.202484388192246,78.62621947265895,39.25974847023963,9.568764874065662,6.981421336235623,Ses01F_impro03_F026,happy,101,iemocap,impro,She needs a new name each state that we go into. [LAUGHTER]
2.2199375,0.24770642201834864,228.22985094997802,49.81172994388169,158.1277539375788,294.10049597826855,135.97274204068975,0.027161583208362563,51.17580321364669,10.067422303202859,74.18225251645279,39.79120075948192,10.121937059818285,5.961913860432096,Ses01F_impro03_M000,neutral,102,iemocap,impro,So what's up?  What's new?
2.0599375,0.5445544554455446,151.83570268513367,39.6606742574026,107.39592197862959,374.5169665484735,267.1210445698439,0.03095924352575697,56.065643901099364,10.103373819294426,73.08989030397834,40.74142791863683,6.76829571189375,4.719471130604089,Ses01F_impro03_M001,neutral,102,iemocap,impro,Yeah.  I heard.
3.31,0.4878048780487805,209.0303990532728,61.36249256262217,93.57734408192813,380.82210038646355,287.24475630453543,0.08752225692346229,61.571630928811736,12.821635033964636,85.06053443067049,40.9169415125757,9.62920461560748,5.79492063586023,Ses01F_impro03_M002,surprised,102,iemocap,impro,Shut up.  No- in Vegas?
3.9775,0.39086294416243655,282.7756896368656,60.533808427535945,124.9823234808681,440.24656680247335,315.26424332160525,0.17910947046906756,66.67782347832399,14.20219368946669,89.49810800757595,41.62986849296281,5.368251005266714,6.396983205867356,Ses01F_impro03_M003,happy,102,iemocap,impro,Who did you marry?
2.09,0.6292682926829268,136.6033839018344,24.172520502069773,86.681548049229,274.36296259589943,187.68141454667045,0.037392919557951855,56.8763204522082,11.258723311137226,73.87917735139332,39.45884378935686,12.36135629431026,4.180159212753083,Ses01F_impro03_M006,neutral,102,iemocap,impro,He turned to you and was like...
2.7524375,0.6691176470588235,216.23882909119126,97.91248535096575,83.47246948866398,583.8563544506668,500.3838849620028,0.03839785765078382,59.09403991392847,8.685295309173629,76.93999682144393,40.59690326093418,7.37264545814333,5.437965328212579,Ses01F_impro03_M007,happy,102,iemocap,impro,[LAUGHTER] That's really romantic.
1.3199375,0.8125,198.64464102759743,51.95455112763488,108.87051086494834,271.5461914841951,162.67568061924675,0.0385461719953112,58.19119531059211,8.794145542805348,75.82582769218165,43.04363664527885,8.310153011864308,4.433684734735462,Ses01F_impro03_M008,neutral,102,iemocap,impro,Yeah.
4.91,0.6639344262295082,173.32949622850916,53.34707928793892,77.87664456749499,373.83587257135935,295.9592280038644,0.04011297748552656,59.25302370582913,9.964770112013358,76.32186157819368,39.791064743454896,12.673998510150767,6.749034716909209,Ses01F_impro03_M009,neutral,102,iemocap,impro,"Does that mean that you're going to get citizenship, too, in- in England or whatever?"
3.93,0.7025641025641025,215.6376232438406,87.83964349731838,110.50274560981465,541.4471333692471,430.94438775943246,0.05044564302599305,61.312013539842,10.041687290191492,78.12326815553591,39.51440949305217,10.567682422826692,6.783711621754889,Ses01F_impro03_M011,neutral,102,iemocap,impro,Yeah.  But he'll have like a long visa.  Can you go visit then for a long time?
