duration,voiced_fraction,f0_mean,f0_std,f0_min,f0_max,f0_range,rms,intensity_mean,intensity_std,intensity_max,intensity_min,hnr_mean,hnr_std,file,emotion,actor
3.3032916666666665,0.308868501529052,111.84901197912123,17.7262073156489,80.76557238569708,157.81439077794505,77.04881839224797,0.004000635368123584,13.61132238549368,28.647544780053757,58.3942795573105,-33.43141479674899,7.490393884954887,4.492634702022591,03-01-01-01-01-01-01.wav,neutral,1
3.3366666666666664,0.3212121212121212,117.2450677981639,18.327279560257715,84.4734084560687,163.59713697481914,79.12372851875044,0.004283341239936691,15.508136403725661,27.263850315473263,59.07749398803734,-36.88180148094862,9.24104234700035,4.6001730521966975,03-01-01-01-01-02-01.wav,neutral,1
3.2699166666666666,0.32507739938080493,112.329467856273,15.661057208475878,86.82703068677597,146.77465112468008,59.947620437904106,0.005083605183869431,14.72562889667004,29.133901841470276,59.96331173944167,-50.57834255563663,8.468530824584315,4.426387314478921,03-01-01-01-02-01-01.wav,neutral,1
3.1698333333333335,0.31309904153354634,111.16959196003512,16.1617817394507,84.94246164789051,146.51151417729608,61.56905252940557,0.00488614712483351,16.049077435699434,27.288905122903806,59.728545564085834,-34.29810838918391,8.4949226969455,4.546157808093677,03-01-01-01-02-02-01.wav,neutral,1
3.4701458333333335,0.34011627906976744,142.9775064692216,21.85009206561545,87.07490232781252,182.45324503322024,95.37834270540772,0.0071729003667574025,20.510607365471646,28.328980652085054,60.62978348705097,-19.519291374735676,8.494017050371028,4.97885230959716,03-01-03-01-01-01-01.wav,happy,1
3.470125,0.32848837209302323,166.56798686515475,89.49600746872197,100.270292303486,543.4728632323028,443.2025709288167,0.00832028211243844,21.166797651297458,30.12043499391983,63.499098318051885,-35.71759241868742,8.442664166338307,4.144204197588171,03-01-03-01-01-02-01.wav,happy,1
3.5368541666666666,0.3457142857142857,130.17295389870236,17.807117799197943,95.33354721337643,170.57114061004415,75.23759339666772,0.0064091377414960925,18.500993997257563,29.90755553282889,60.43786678923611,-34.22695219456676,8.513486943624118,5.145305734949904,03-01-03-01-02-01-01.wav,happy,1
3.703708333333333,0.35967302452316074,125.94877054503652,14.939167889803437,97.06146339802154,169.19564322498874,72.1341798269672,0.005991647266506646,21.947211446214244,27.888301546240278,58.685198456592325,-28.200767251035003,8.401408243822397,5.463599732393901,03-01-03-01-02-02-01.wav,happy,1
3.6703333333333332,0.34065934065934067,225.0777948960146,85.74295132958663,136.86248307961608,596.1667703355386,459.3042872559225,0.011030492326087474,23.035961646604918,30.063479172727327,67.33175145984595,-36.22520329328049,9.456614429951072,5.678220769147986,03-01-03-02-01-01-01.wav,happy,1
3.6369583333333333,0.35833333333333334,205.04297892083952,60.45365047632165,107.50002470728944,492.3132805477997,384.81325584051024,0.01446255670779267,26.91050114662411,32.87766603411048,70.15135865437321,-300.0,11.501574113478513,5.385314335123913,03-01-03-02-01-02-01.wav,happy,1
