duration,voiced_fraction,f0_mean,f0_std,f0_min,f0_max,f0_range,rms,intensity_mean,intensity_std,intensity_max,intensity_min,hnr_mean,hnr_std,win_index,win_start,file,emotion,actor
1.5,0.21768707482993196,130.64474588823447,11.860397796966417,106.7770999524334,151.2708829276424,44.49378297520899,0.004419035418875621,7.4710706674888465,30.5631859816726,58.4187746089674,-32.774179829732184,6.362795454298709,5.166705378482512,0,0.0,03-01-01-01-01-01-01.wav,neutral,1
1.5,0.6530612244897959,111.84514997860542,17.509943625673614,80.60606132314123,151.2708829276424,70.66482160450116,0.005936172088114111,41.788196407826824,13.63961107428096,58.41768513729945,-3.85496057874356,7.525457543643965,4.72664703592289,1,0.75,03-01-01-01-01-01-01.wav,neutral,1
1.5,0.46258503401360546,101.96153516134557,10.999966142272125,80.60606132314123,132.654632255847,52.04857093270576,0.003964646839681892,23.945674000513705,23.874535510957838,54.85035433114662,-14.305138702555006,7.518360775520574,4.283611386735852,2,1.5,03-01-01-01-01-01-01.wav,neutral,1
1.5,0.21768707482993196,135.03398382333629,9.231326176694802,109.3982730985558,158.33727294981807,48.93899985126227,0.004763679374040974,11.51783096225848,26.0458388035854,59.097645173056776,-34.45022710755449,7.944023494420314,5.659372476877518,0,0.0,03-01-01-01-01-02-01.wav,neutral,1
1.5,0.673469387755102,118.74109329503487,17.275823861057393,85.47996128103965,158.33727294981807,72.85731166877842,0.006382530375359207,41.268893641338366,15.192546553360483,59.070025579217685,-3.780694840852351,9.120510161426918,4.884600511857666,1,0.75,03-01-01-01-01-02-01.wav,neutral,1
1.5,0.47619047619047616,107.2652994434945,14.885242003157643,84.39135210238938,145.98279543072283,61.591443328333455,0.004256672885920874,25.46228506487647,23.981717424117647,53.73830899877846,-22.922711144707705,9.57692551696312,4.156415135478155,2,1.5,03-01-01-01-01-02-01.wav,neutral,1
1.5,0.23809523809523808,122.0729601012837,10.231554971810308,101.37019913611358,135.80422668609322,34.43402754997963,0.005555654599405641,10.624381534558708,28.546124783990503,59.96013617643948,-31.33530517646099,7.606827411280233,4.022267445786169,0,0.0,03-01-01-01-02-01-01.wav,neutral,1
1.5,0.7142857142857143,112.50766905223406,15.789048521857032,85.96007234306214,147.59972782024442,61.63965547718229,0.0075050280065106795,40.81762520752983,21.003608588548566,59.91743185813182,-18.716501161540023,8.475620801189597,4.429848609368664,1,0.75,03-01-01-01-02-01-01.wav,neutral,1
1.5,0.48299319727891155,106.03412121719803,14.630517873520656,85.96007234306214,143.54096141054322,57.58088906748108,0.005046888320974657,22.81413572290822,27.70986056824094,57.41034844960569,-48.58329913565835,8.475642266538198,4.922564408945726,2,1.5,03-01-01-01-02-01-01.wav,neutral,1
1.5,0.19727891156462585,129.23830149178409,7.698420021612722,110.11058123167855,146.89688929384172,36.78630806216317,0.006106659933373096,10.4619028723925,29.547971311545314,59.77026422166554,-33.05645395413046,7.229983496847343,4.814963237159207,0,0.0,03-01-01-01-02-02-01.wav,neutral,1
1.5,0.6530612244897959,110.1980010449618,16.304366639451498,81.83178486473373,146.89688929384172,65.06510442910799,0.007102841857956261,39.33554300060473,21.906878188354902,59.73091793429816,-34.8040277366157,8.47975015849393,4.550690295050963,1,0.75,03-01-01-01-02-02-01.wav,neutral,1
1.5,0.47619047619047616,100.15171524391309,10.640336966511269,81.83178486473373,120.36125525679438,38.529470392060645,0.0036277641352312545,22.727942984287836,23.669419710051123,53.442626213199,-21.08470892722775,8.069745880164112,4.670495623397036,2,1.5,03-01-01-01-02-02-01.wav,neutral,1
1.5,0.21768707482993196,148.4001838421823,10.768241787938988,124.48204665647182,167.10763928883827,42.62559263236645,0.004384639418276495,11.853610456187143,26.223567599955043,57.575348278418716,-19.5973215399452,4.750537671488023,6.030711160077048,0,0.0,03-01-03-01-01-01-01.wav,happy,1
1.5,0.673469387755102,144.94180370359734,16.38380233926586,109.78812208434339,182.48282259832249,72.6947005139791,0.009966503398619812,43.48826815847326,18.746719928871162,60.64198639007123,-4.531870208403296,8.551056173583648,4.512145723630199,1,0.75,03-01-03-01-01-01-01.wav,happy,1
1.5,0.5578231292517006,140.1218394634543,24.5196436531897,87.04270198435692,182.48282259832249,95.44012061396556,0.009990099119900354,37.95312056470232,21.737666793023514,60.63166112674207,-7.316328633827434,9.338499253232454,4.760611940849113,2,1.5,03-01-03-01-01-01-01.wav,happy,1
1.2201458333333335,0.13445378151260504,124.26074044341797,39.98469394541568,87.07490232781252,173.61944190034038,86.54453957252785,0.004920712027990661,8.485239599146148,22.302887543082353,58.80525019444937,-19.336471988275147,7.398590063627627,6.421159388960462,3,2.25,03-01-03-01-01-01-01.wav,happy,1
1.5,0.1836734693877551,156.7596459810109,17.874067062511358,130.05601193331208,185.95778473644637,55.90177280313429,0.006438640936031294,8.786623433885138,29.237969650070678,62.26537156909828,-27.701271043808916,6.738219192900237,5.387871712385304,0,0.0,03-01-03-01-01-02-01.wav,happy,1
1.5,0.6802721088435374,144.82571930774003,20.713933066579777,100.29925887431826,185.95778473644637,85.65852586212812,0.012173953672383692,42.510538811104226,24.133368972718547,63.459554220509034,-28.676426024848816,8.526156881477439,4.084419164829636,1,0.75,03-01-03-01-01-02-01.wav,happy,1
1.5,0.564625850340136,170.28315506642315,103.65131194746795,100.29925887431826,543.5042209359394,443.2049620616212,0.010894722194286496,42.60254326732787,16.239116839518072,63.498930477738355,2.9135857736693,8.748516124816666,4.053686138628653,2,1.5,03-01-03-01-01-02-01.wav,happy,1
1.5,0.2789115646258503,135.24569792639682,10.415114626928252,103.53430334407085,147.74720135467092,44.21289801060007,0.005360162242121698,11.88800374436788,29.516749342619846,57.56403158472148,-33.40174616693573,9.42787211803636,4.122582277727429,0,0.0,03-01-03-01-02-01-01.wav,happy,1
1.5,0.6666666666666666,132.5318676866862,14.42639229243804,103.53430334407085,171.5402590791422,68.00595573507135,0.009486808850065606,44.70705020152982,16.65741749488547,60.43899056560204,-0.26421822313917176,8.588793907531995,5.162197267156936,1,0.75,03-01-03-01-02-01-01.wav,happy,1
1.5,0.5374149659863946,126.92321074168366,20.05861093920187,95.21585821617288,171.5402590791422,76.32440086296933,0.008253746589442714,35.92676462117356,22.86406498705776,60.433143825277284,-9.744678478740724,8.09859341758548,5.615332031025013,2,1.5,03-01-03-01-02-01-01.wav,happy,1
1.2868541666666666,0.152,111.94432735892339,22.77430785432147,95.33223537291242,152.64420757278003,57.31197219986761,0.0028268423694025493,4.110545511427242,22.042079511118057,54.96652182941203,-23.573705100709095,7.174436452824852,4.6916139164189605,3,2.25,03-01-03-01-02-01-01.wav,happy,1
1.5,0.22448979591836735,135.80341171716418,10.650866234776526,111.55721964544288,146.54183691082454,34.98461726538166,0.004895579351512544,11.617791641878016,28.474212770864025,56.6659994721089,-29.22301138941902,9.110733801583875,5.080276675532986,0,0.0,03-01-03-01-02-02-01.wav,happy,1
1.5,0.6122448979591837,130.28660790694815,13.830591588539772,97.02471512636153,171.46283350863717,74.43811838227565,0.008080008720959419,42.562847577711,21.135147829141268,58.637372116158474,-29.352533725863523,8.048480870513465,5.673463174285559,1,0.75,03-01-03-01-02-02-01.wav,happy,1
1.5,0.6666666666666666,122.79788205913842,15.022311065282992,97.02471512636153,171.46283350863717,74.43811838227565,0.008042053319283963,42.809098140683524,17.608818007943004,58.66217677421773,-3.2677257419179124,7.9898968340978875,5.514586423073886,2,1.5,03-01-03-01-02-02-01.wav,happy,1
